x,y,z,snr,cluster,timestamp
0.9911139607429504,3.117175817489624,2.4777848720550537,9.5,8,
-1.8760372400283811,3.1043243408203125,2.0011065006256104,11.300000190734863,8,
0.7716529965400696,3.202528715133667,2.7007853984832764,9.40000057220459,9,
1.9633495807647705,3.116612672805786,1.7179309129714966,10.0,9,
-2.1462337970733643,2.96638298034668,2.019984722137451,12.300000190734863,9,
-1.893735647201538,2.955616950988769,2.2724828720092773,16.899999618530273,9,
-2.2724828720092773,2.955616950988769,1.893735647201538,13.199999809265137,10,
-1.9114340543746948,2.9832396507263184,2.293720960617065,11.40000057220459,10,
-1.858338713645935,2.900372266769409,2.230006217956543,14.5,10,
-1.7344493865966797,2.976116180419922,2.230006217956543,17.899999618530273,10,
-1.487850785255432,2.967050790786743,1.8312009572982788,19.0,10,
-1.3875595331192017,3.0528833866119385,1.8500794172286987,19.200000762939453,10,
-1.5798828601837158,3.2224221229553223,1.822941780090332,9.90000057220459,10,
-1.5031895637512207,2.923118352890014,1.9657094478607176,20.399999618530277,10,
-1.6683751344680786,2.948275566101074,2.02588415145874,9.100000381469728,10,
-1.3734006881713867,3.1490936279296875,1.6023008823394775,15.800000190734863,10,
-1.5338668823242188,3.0588152408599854,1.887836217880249,18.100000381469727,10,
-1.858338713645935,3.075037956237793,1.9822279214859009,11.0,10,
-0.96279639005661,3.204724073410034,2.1662919521331787,13.90000057220459,11,
-2.353895664215088,2.950216770172119,1.610560178756714,9.40000057220459,11,
-2.02588415145874,2.948275566101074,1.6683751344680786,17.100000381469727,11,
-2.230006217956543,2.976116180419922,1.7344493865966797,16.0,11,
-2.0058257579803467,2.919085025787353,1.6518566608428955,12.600000381469728,11,
-2.066000699996948,3.006657600402832,1.701412320137024,14.800000190734863,11,
-2.2724828720092773,3.166499137878418,1.5149885416030884,9.600000381469728,11,
-2.0459423065185547,2.977466583251953,1.6848937273025513,18.0,11,
-2.25124454498291,2.927994966506958,1.8760372400283811,14.199999809265137,11,
-2.0766196250915527,3.221468210220337,1.9468308687210083,12.100000381469728,11,
-2.293720960617065,2.8976433277130127,2.038862943649292,11.40000057220459,11,
-1.9633495807647705,3.116612672805786,1.7179309129714966,16.700000762939453,11,
-1.94447124004364,2.939594268798828,1.94447124004364,14.699999809265137,12,
-1.92559278011322,2.9110546112060547,1.92559278011322,22.700000762939453,12,
-1.8760372400283811,2.927994966506958,2.25124454498291,10.40000057220459,12,
-1.8052432537078855,2.9060747623443604,2.0459423065185547,17.200000762939453,12,
-1.6683751344680786,3.0267105102539062,1.9067144393920896,19.399999618530277,12,
-1.3734006881713867,3.0217316150665283,1.8312009572982788,16.30000114440918,12,
-1.8052432537078855,2.987179756164551,1.92559278011322,17.200000762939453,12,
-1.6188194751739502,2.9368081092834477,1.8500794172286987,19.700000762939453,12,
-1.6683751344680786,3.0267105102539062,1.9067144393920896,21.100000381469727,12,
-1.6683751344680786,3.0267105102539062,1.9067144393920896,16.5,12,
-1.5338668823242188,3.0588152408599854,1.887836217880249,20.600000381469727,12,
-1.5338668823242188,3.0588152408599854,1.887836217880249,18.600000381469727,12,
-1.8052432537078855,2.9060747623443604,2.0459423065185547,9.199999809265137,12,
-1.5857822895050049,3.0076913833618164,1.5857822895050049,20.5,12,
-1.7698463201522827,3.0679047107696533,1.6518566608428955,11.600000381469728,12,
-1.6518566608428955,2.9967429637908936,1.887836217880249,14.199999809265137,12,
-0.9439181089401244,3.0588152408599854,2.2418055534362797,13.90000057220459,12,
-1.7179309129714966,3.190620422363281,1.8406401872634888,9.5,12,
-1.92559278011322,3.05667781829834,1.6848937273025513,12.300000190734863,12,
-1.9067144393920896,3.0267105102539062,1.6683751344680786,18.80000114440918,12,
-1.9067144393920896,3.0267105102539062,1.6683751344680786,20.80000114440918,12,
-1.787544846534729,3.15985107421875,1.5492055416107178,19.30000114440918,12,
-1.7698463201522827,3.00138521194458,1.7698463201522827,19.5,12,
-1.4725122451782229,3.064738273620605,1.5857822895050049,16.100000381469727,12,
-1.94447124004364,2.939594268798828,1.94447124004364,13.199999809265137,12,
-2.02588415145874,2.948275566101074,1.6683751344680786,13.800000190734863,12,
-1.8406401872634888,3.190620422363281,1.7179309129714966,11.0,12,
-2.0860588550567627,2.883213520050049,1.9633495807647705,10.600000381469728,12,
-1.7344493865966797,3.221299648284912,1.858338713645935,11.40000057220459,13,
-2.02588415145874,2.8775839805603027,1.787544846534729,18.899999618530277,13,
-1.858338713645935,3.151454210281372,1.858338713645935,12.800000190734863,13,
-1.858338713645935,3.151454210281372,1.858338713645935,11.699999809265137,13,
-1.8760372400283811,3.1043243408203125,2.0011065006256104,9.100000381469728,13,
-2.019984722137451,2.96638298034668,2.1462337970733643,10.600000381469728,13,
-1.822941780090332,3.016465902328491,1.94447124004364,15.0,13,
-1.893735647201538,3.0485293865203857,2.1462337970733643,14.0,13,
-1.9822279214859009,2.996673583984375,1.9822279214859009,11.0,13,
-1.6412376165390017,3.0064117908477783,2.3987317085266118,9.699999809265137,13,
-1.8052432537078855,2.987179756164551,1.92559278011322,25.700000762939453,13,
-1.500829815864563,3.222989082336426,2.12617564201355,15.699999809265137,13,
-1.6848937273025513,3.05667781829834,1.92559278011322,23.5,13,
-1.6848937273025513,3.05667781829834,1.92559278011322,23.399999618530277,13,
-1.5338668823242188,3.0588152408599854,1.887836217880249,16.399999618530273,13,
-1.8052432537078855,2.987179756164551,1.92559278011322,24.30000114440918,13,
-1.9067144393920896,2.882514953613281,1.9067144393920896,23.100000381469727,13,
-1.787544846534729,3.0313990116119385,1.787544846534729,28.0,13,
-1.5031895637512207,3.0659940242767334,1.7344495058059692,11.800000190734863,13,
-1.5492055416107178,3.224360227584839,1.6683751344680786,21.899999618530277,13,
-1.787544846534729,3.0313990116119385,1.787544846534729,25.399999618530277,13,
-1.6518566608428955,3.133011817932129,1.6518566608428955,23.5,13,
-1.6518566608428955,3.067904472351074,1.7698463201522827,25.5,13,
-1.6518566608428955,3.067904472351074,1.7698463201522827,25.5,13,
-1.6518566608428955,3.067904472351074,1.7698463201522827,25.100000381469727,13,
-1.822941780090332,2.934566020965576,2.066000699996948,9.699999809265137,13,
-1.9067144393920896,2.957893848419189,1.787544846534729,26.899999618530277,13,
-1.9067144393920896,3.0267105102539062,1.6683751344680786,27.30000114440918,13,
-2.02588415145874,2.948275566101074,1.6683751344680786,25.30000114440918,13,
-1.887836217880249,2.928607702255249,1.7698463201522827,23.200000762939453,13,
-2.1662919521331787,2.8910839557647705,1.6848937273025513,19.100000381469727,13,
-2.0058257579803467,2.919085025787353,1.6518566608428955,23.100000381469727,13,
-2.0459423065185547,3.042429208755493,1.5645442008972168,22.600000381469727,13,
-2.0860588550567627,3.0358481407165527,1.7179309129714966,22.100000381469727,13,
-1.893735647201538,3.1336100101470947,2.019984722137451,11.600000381469728,13,
-2.02588415145874,3.012601375579834,1.5492055416107178,22.899999618530277,13,
-2.0860588550567627,3.162177801132202,1.4725122451782229,19.80000114440918,13,
-2.331477642059326,3.043278932571411,1.349802851676941,24.100000381469727,13,
-2.3149588108062744,3.2256863117218018,1.5433059930801392,9.699999809265137,13,
-2.187530279159546,3.1033473014831543,1.3368240594863892,21.0,14,
-2.2724828720092773,3.166499137878418,1.5149885416030884,17.399999618530273,14,
-2.230006217956543,3.163606643676758,1.362781643867493,26.200000762939453,14,
-2.230006217956543,3.163606643676758,1.362781643867493,25.100000381469727,14,
-2.0860588550567627,3.1020846366882324,1.5952215194702148,23.399999618530277,14,
-2.353895664215088,3.211755990982056,0.9911139607429504,29.0,14,
-2.501382827758789,3.1839258670806885,0.8754841089248657,24.30000114440918,14,
-2.4541869163513184,3.0457518100738525,1.104384183883667,19.30000114440918,14,
-2.501382827758789,3.215701103210449,0.7504149079322815,15.100000381469728,14,
-2.501382827758789,3.1839258670806885,0.8754841089248657,23.0,14,
-2.4777848720550537,3.117175817489624,0.9911139607429504,24.0,14,
-2.353895664215088,3.211755990982056,0.9911139607429504,24.30000114440918,14,
-2.0459423065185547,3.2024636268615723,1.2034955024719238,17.100000381469727,14,
-2.208768367767334,3.1835334300994877,1.2270934581756592,21.5,14,
-2.0459423065185547,3.1546168327331543,1.323845148086548,17.399999618530273,14,
-2.208768367767334,3.133476734161377,1.349802851676941,17.5,14,
-1.9067144393920896,3.197824478149414,1.310866117477417,17.0,14,
-2.02588415145874,3.1236894130706787,1.310866117477417,14.699999809265137,14,
-1.92559278011322,3.177490711212158,1.4441946744918823,22.30000114440918,14,
-2.0058257579803467,3.218494176864624,0.9439181089401244,23.399999618530277,14,
-2.1238157749176025,3.1749446392059326,0.8259283304214478,19.899999618530277,14,
-2.3833930492401123,3.110020637512207,0.4766786098480224,24.200000762939453,15,
-2.430589199066162,3.171604633331299,0.48611781001091,27.30000114440918,15,
-2.1238157749176025,3.1418862342834477,0.9439181089401244,18.30000114440918,15,
-2.02588415145874,3.2133302688598637,1.072526931762695,22.899999618530277,15,
-2.0459423065185547,3.2024636268615723,1.2034955024719238,18.5,15,
-2.02588415145874,3.070961236953736,1.430035948753357,22.399999618530277,15,
-2.0459423065185547,3.1546168327331543,1.323845148086548,19.700000762939453,15,
-2.02588415145874,3.1710667610168457,1.1916965246200562,21.5,15,
-2.1662919521331787,3.204724073410034,0.96279639005661,23.0,15,
-2.02588415145874,3.1710667610168457,1.1916965246200562,22.100000381469727,15,
-2.0459423065185547,3.2024636268615723,1.2034955024719238,21.0,15,
-2.0459423065185547,3.2024636268615723,1.2034955024719238,19.0,15,
-2.02588415145874,3.2133302688598637,1.072526931762695,21.399999618530277,15,
-1.887836217880249,3.2119994163513184,1.179897665977478,21.0,15,
-1.9657094478607176,3.117884874343872,1.0406696796417236,13.300000190734863,15,
-1.9067144393920896,3.197824478149414,1.310866117477417,15.800000190734863,15,
-2.02588415145874,3.1236894130706787,1.310866117477417,23.30000114440918,15,
-2.02588415145874,3.1710667610168457,1.1916965246200562,19.399999618530277,15,
-2.0058257579803467,3.040555715560913,1.4158772230148315,24.899999618530277,15,
-1.8312009572982788,3.0711779594421387,1.2589507102966309,12.600000381469728,15,
-1.868957757949829,3.0282270908355717,1.5185282230377195,16.399999618530273,15,
-1.716750979423523,3.034708261489868,1.487850785255432,18.5,15,
-1.9657094478607176,3.030906438827514,1.2719296216964722,19.80000114440918,15,
-1.945651054382324,3.121939420700073,0.9156004786491394,22.700000762939453,15,
-2.14505386352539,3.1350345611572266,1.072526931762695,18.30000114440918,15,
-2.0813393592834477,3.111445903778076,0.8094097375869751,26.899999618530277,15,
-2.3361973762512207,3.028226852416992,0.5840493440628052,27.700000762939453,15,
-2.1969692707061768,3.059445858001709,0.6937797665596008,17.399999618530273,15,
-2.060101270675659,3.107219696044922,0.6867003440856934,19.30000114440918,16,
-1.945651054382324,3.180137157440185,0.6867003440856934,21.0,16,
-2.102577447891236,3.2140233516693115,0.4672394394874573,23.80000114440918,16,
-1.9657094478607176,3.2129223346710205,0.6937797665596008,20.399999618530277,16,
-1.985767483711243,3.1496999263763428,1.0512887239456177,22.899999618530277,16,
-2.102577447891236,3.0304791927337646,1.1680986881256104,20.700000762939453,16,
-1.8500794172286987,3.102839469909668,1.2719296216964722,24.0,16,
-1.868957757949829,3.0840351581573486,1.401718258857727,20.399999618530277,16,
-1.985767483711243,3.010150194168091,1.401718258857727,21.200000762939453,16,
-2.0058257579803467,3.040555715560913,1.4158772230148315,26.0,16,
-2.0860588550567627,3.216472148895264,1.349802851676941,14.90000057220459,16,
-1.8500794172286987,3.102839469909668,1.2719296216964722,16.80000114440918,16,
-2.02588415145874,3.1710667610168457,1.1916965246200562,24.700000762939453,16,
-2.02588415145874,3.070961236953736,1.430035948753357,21.0,16,
-1.9067144393920896,3.197824478149414,1.310866117477417,23.100000381469727,16,
-2.0459423065185547,3.2024636268615723,1.2034955024719238,22.30000114440918,16,
-2.02588415145874,3.2133302688598637,1.072526931762695,10.0,16,
-2.430589199066162,3.016465663909912,1.093765139579773,9.199999809265137,16,
-2.4541869163513184,2.998418092727661,1.2270934581756592,19.30000114440918,16,
-2.3090596199035645,3.065037250518799,1.215294599533081,21.200000762939453,16,
-2.331477642059326,2.985836982727051,1.4725122451782229,16.80000114440918,16,
-2.3763136863708496,3.154310703277588,1.2506914138793943,12.300000190734863,16,
-2.208768367767334,3.133476734161377,1.349802851676941,21.899999618530277,16,
-2.264223575592041,2.9554922580718994,1.310866117477417,17.5,16,
-2.3090596199035645,3.150579929351806,0.97223562002182,19.700000762939453,16,
-2.208768367767334,3.1835334300994877,1.2270934581756592,20.0,16,
-2.3833930492401123,3.033740520477295,0.8341875672340393,26.600000381469727,16,
-2.3833930492401123,3.0894036293029785,0.5958482623100281,23.30000114440918,16,
-2.0813393592834477,3.111445903778076,0.8094097375869751,18.700000762939453,16,
-2.1238157749176025,3.203319311141968,0.7079386115074158,24.700000762939453,16,
-2.3361973762512207,2.9390511512756348,0.9344788789749146,19.899999618530277,16,
-2.406991004943848,3.02811336517334,0.96279639005661,14.300000190734863,16,
-2.2193872928619385,3.090664386749268,0.7008591294288635,17.200000762939453,16,
-2.3361973762512207,2.973665952682495,0.8176689743995667,22.30000114440918,16,
-2.2418055534362797,3.092761754989624,0.8259283304214478,24.30000114440918,17,
-2.3361973762512207,2.9390511512756348,0.9344788789749146,24.899999618530277,17,
-2.430589199066162,3.0938141345977783,0.850706160068512,11.300000190734863,17,
-2.060101270675659,3.0476295948028564,0.9156004786491394,21.5,17,
-2.264223575592041,3.0055222511291504,1.1916965246200562,20.700000762939453,17,
-2.289001226425171,2.879676580429077,0.9156004786491394,16.600000381469727,17,
-2.2418055534362797,3.0588152408599854,0.9439181089401244,20.399999618530277,17,
-2.174551248550415,2.929285049438477,1.0300506353378296,20.30000114440918,17,
-2.0058257579803467,3.1815152168273926,1.0619078874588013,20.80000114440918,17,
-2.3090596199035645,3.110477924346924,1.093765139579773,12.699999809265137,17,
-2.3361973762512207,2.899321317672729,1.0512887239456177,24.700000762939453,17,
-2.3361973762512207,2.9390511512756348,0.9344788789749146,21.100000381469727,17,
-2.02588415145874,3.2133302688598637,1.072526931762695,19.100000381469727,17,
-2.174551248550415,2.886491537094116,1.1445006132125854,20.399999618530277,17,
-2.3361973762512207,2.899321317672729,1.0512887239456177,19.899999618530277,17,
-2.187530279159546,3.1971144676208496,1.093765139579773,17.0,17,
-2.289001226425171,2.9135921001434326,0.8011504411697388,14.0,17,
-2.264223575592041,3.0500802993774414,1.072526931762695,14.800000190734863,17,
-2.0860588550567627,3.216472148895264,1.349802851676941,10.199999809265137,17,
-2.289001226425171,2.879676580429077,0.9156004786491394,16.100000381469727,17,
-2.3833930492401123,2.9984264373779297,0.9533572196960448,21.700000762939453,17,
-2.289001226425171,2.879676580429077,0.9156004786491394,16.899999618530273,17,
-2.289001226425171,2.879676580429077,0.9156004786491394,16.899999618530273,17,
-2.2654032707214355,2.8835551738739014,0.7928911447525024,17.399999618530273,17,
-2.3125991821289062,2.9730064868927,0.6937797665596008,24.200000762939453,17,
-2.060101270675659,3.0796964168548584,0.8011504411697388,23.600000381469727,17,
-2.102577447891236,3.17128586769104,0.7008591294288635,22.0,17,
-2.3125991821289062,2.9730064868927,0.6937797665596008,29.100000381469727,17,
-2.102577447891236,3.143194913864136,0.8176689743995667,26.30000114440918,17,
-2.1662919521331787,3.204724073410034,0.96279639005661,15.800000190734863,17,
-2.289001226425171,2.879676580429077,0.9156004786491394,26.899999618530277,17,
-2.1662919521331787,3.12231183052063,1.2034955024719238,12.199999809265137,17,
-2.174551248550415,2.967050790786743,0.9156004786491394,20.80000114440918,17,
-2.1969692707061768,2.959484100341797,1.0406696796417236,23.30000114440918,17,
-2.1662919521331787,3.166074514389038,1.0831459760665894,13.800000190734863,17,
-2.1521332263946533,2.899085998535156,1.019431471824646,17.80000114440918,17,
-2.0459423065185547,3.1546168327331543,1.323845148086548,14.40000057220459,17,
-2.174551248550415,2.929285049438477,1.0300506353378296,21.700000762939453,17,
-2.1969692707061768,2.959484100341797,1.0406696796417236,21.700000762939453,17,
-1.9657094478607176,3.117884874343872,1.0406696796417236,22.899999618530277,17,
-2.14505386352539,3.091701030731201,1.1916965246200562,17.399999618530273,17,
-2.1969692707061768,2.959484100341797,1.0406696796417236,22.200000762939453,17,
-1.985767483711243,3.1496999263763428,1.0512887239456177,23.0,17,
-2.0813393592834477,2.999868392944336,1.1562995910644531,26.700000762939453,17,
-2.038862943649292,2.9386465549468994,1.1327016353607178,22.80000114440918,17,
-1.985767483711243,3.108273506164551,1.1680986881256104,22.5,17,
-1.8854763507843015,2.9512898921966557,1.109103798866272,19.200000762939453,17,
-2.174551248550415,2.886491537094116,1.1445006132125854,25.0,17,
-2.174551248550415,2.99997878074646,0.8011504411697388,20.700000762939453,17,
-1.8854763507843015,2.9512898921966557,1.109103798866272,19.700000762939453,17,
-1.945651054382324,3.1532504558563232,0.8011504411697388,21.600000381469727,17,
-2.1521332263946533,2.9970078468322754,0.6796209812164307,24.399999618530277,17,
-2.2418055534362797,2.881995916366577,0.672541618347168,24.899999618530277,18,
-2.0813393592834477,3.1392529010772705,0.6937797665596008,19.80000114440918,18,
-1.945651054382324,3.202711343765259,0.5722503066062927,24.399999618530277,18,
-1.8654180765151975,3.048997640609741,0.6583828926086426,15.800000190734863,18,
-1.945651054382324,3.180137157440185,0.6867003440856934,23.200000762939453,18,
-1.9055347442626955,3.05756950378418,0.8967221975326538,21.899999618530277,18,
-2.062460899353028,2.894608974456787,0.5427528619766235,12.40000057220459,18,
-2.129715204238892,2.905874729156494,0.8967221975326538,18.200000762939453,18,
-1.9751485586166384,3.0192339420318604,0.4389218986034393,20.30000114440918,18,
-1.8654180765151975,3.088236093521118,0.4389218986034393,19.80000114440918,18,
-2.017624855041504,3.0841639041900635,0.4483610987663269,26.0,18,
-2.0813393592834477,3.162590980529785,0.5781497955322266,13.600000381469728,18,
-2.2418055534362797,2.940261125564575,0.336270809173584,29.5,18,
-2.378673553466797,2.8924403190612797,0.2265403419733047,25.399999618530277,18,
-2.107296943664551,2.976193189620972,0.4436414837837219,28.700000762939453,18,
-1.8854763507843015,3.081782341003418,0.6654621958732605,24.899999618530277,18,
-1.945651054382324,3.202711343765259,0.5722503066062927,24.600000381469727,18,
-1.996386766433716,3.011120080947876,0.6654621958732605,25.899999618530277,18,
-1.945651054382324,3.121939420700073,0.9156004786491394,26.200000762939453,18,
-1.7934443950653076,3.1546497344970703,0.7846319079399109,27.30000114440918,18,
-1.68135404586792,3.1526577472686768,1.008812427520752,21.30000114440918,18,
-1.68135404586792,3.114567279815674,1.1209027767181396,19.80000114440918,18,
-2.038862943649292,2.979835033416748,1.019431471824646,22.899999618530277,18,
-1.9055347442626955,2.9826865196228027,1.1209027767181396,20.30000114440918,18,
-2.0813393592834477,3.041914701461792,1.0406696796417236,28.899999618530277,18,
-2.1969692707061768,2.959484100341797,1.0406696796417236,29.399999618530277,18,
-2.1521332263946533,2.899085998535156,1.019431471824646,25.30000114440918,18,
-2.2193872928619385,2.989682674407959,1.0512887239456177,26.200000762939453,18,
-2.102577447891236,2.9828288555145264,1.284908413887024,22.0,18,
-2.1521332263946533,2.936462640762329,0.906161367893219,20.80000114440918,18,
-2.3125991821289062,2.909363985061645,0.9250397086143494,23.100000381469727,18,
-2.174551248550415,2.967050790786743,0.9156004786491394,21.399999618530277,18,
-2.0058257579803467,3.1815152168273926,1.0619078874588013,23.600000381469727,18,
-2.187530279159546,3.1971144676208496,1.093765139579773,11.800000190734863,18,
-1.9055347442626955,3.05756950378418,0.8967221975326538,21.5,18,
-1.9055347442626955,3.022439479827881,1.008812427520752,25.30000114440918,18,
-1.7934443950653076,3.124636173248291,0.8967221975326538,24.700000762939453,18,
-1.6023008823394775,3.1490936279296875,1.3734006881713867,21.200000762939453,18,
-1.5527452230453491,3.2088868618011475,0.8872829675674438,15.90000057220459,18,
-1.6990525722503662,3.1858434677124023,1.019431471824646,18.0,18,
-1.92559278011322,3.054254531860352,1.019431471824646,24.0,18,
-1.68135404586792,3.215790033340454,0.7846319079399109,28.600000381469727,18,
-1.536226749420166,3.1423466205596924,0.9875742793083192,19.5,18,
-1.68135404586792,3.186352491378784,0.8967221975326538,29.0,18,
-1.7745659351348877,3.199288845062256,0.3327310979366302,24.399999618530277,18,
-1.7745659351348877,3.214632034301758,0.1109103709459304,24.30000114440918,18,
-2.174551248550415,3.105111122131348,0.0,14.100000381469728,19,
-1.7745659351348877,3.199288845062256,-0.3327310979366302,20.700000762939453,19,
-1.755687594413757,3.1652538776397705,-0.3291914463043213,15.600000381469728,19,
-1.7745659351348877,3.214632034301758,-0.1109103709459304,23.200000762939453,19,
